[2026-02-08 16:40:27] SESSION_START: Face Recognition Experiment
[2026-02-08 16:40:27] SETUP: Model=lin | Rank=40 | MaxIter=300
[2026-02-08 16:40:27] STATUS: Starting Training Loop...

[16:40:27] [LIN_ALGO] Starting Optimization (MaxIter=300, Tol=0.0001)
[16:40:27] [LIN_ALGO] ITER |  RECON_ERROR  |   DELTA_W   |   DELTA_H   | TIME(s)
-------------------------------------------------------------------------------------
[16:40:33] [LIN_ALGO] 0001 | 2.164913e-01 | 9.6797e-01 | 9.0177e-01 |   5.79
[16:40:36] [LIN_ALGO] 0005 | 1.701370e-01 | 0.0000e+00 | 0.0000e+00 |   8.92
[16:40:36] [LIN_ALGO] STOPPED at Iter 5: Converged (Delta < 0.0001)
-------------------------------------------------------------------------------------

[2026-02-08 16:40:36] STATUS: Training Finished. Time=8.924s
[2026-02-08 16:40:36] STATUS: Projecting Test Data and Classifying...

=== CLASSIFICATION REPORT ===
IDX | REAL_ID | PRED_ID | DISTANCE | MATCH_IDX | STATUS
040 |   14    |   14    |  2.3146  |   0098    | HIT 
041 |   14    |   14    |  2.5585  |   0098    | HIT 
042 |   14    |   14    |  2.5173  |   0098    | HIT 
043 |   15    |   15    |  1.9657  |   0100    | HIT 
044 |   15    |   15    |  2.7118  |   0103    | HIT 
045 |   15    |   15    |  2.3594  |   0104    | HIT 
046 |   16    |   16    |  3.2459  |   0108    | HIT 
047 |   16    |   22    |  3.4735  |   0152    | MISS
048 |   16    |   01    |  3.0443  |   0001    | MISS
049 |   17    |   17    |  1.4045  |   0114    | HIT 
050 |   17    |   17    |  2.6174  |   0119    | HIT 
051 |   17    |   17    |  2.4955  |   0114    | HIT 
052 |   18    |   18    |  2.6663  |   0120    | HIT 
053 |   18    |   18    |  2.4788  |   0123    | HIT 
054 |   18    |   18    |  2.4266  |   0122    | HIT 
055 |   19    |   19    |  2.9565  |   0133    | HIT 
056 |   19    |   19    |  2.4709  |   0131    | HIT 
057 |   19    |   01    |  3.5622  |   0001    | MISS
058 |   20    |   20    |  1.9816  |   0139    | HIT 
059 |   20    |   30    |  3.0114  |   0210    | MISS
060 |   20    |   04    |  3.1890  |   0023    | MISS
061 |   21    |   21    |  1.9369  |   0143    | HIT 
062 |   21    |   21    |  1.5134  |   0142    | HIT 
063 |   21    |   21    |  1.3180  |   0145    | HIT 
064 |   22    |   22    |  1.8771  |   0151    | HIT 
065 |   22    |   22    |  1.6770  |   0148    | HIT 
066 |   22    |   22    |  1.4220  |   0148    | HIT 
067 |   23    |   23    |  2.4510  |   0159    | HIT 
068 |   23    |   23    |  1.9628  |   0157    | HIT 
069 |   23    |   23    |  1.9570  |   0156    | HIT 
070 |   24    |   24    |  1.8593  |   0164    | HIT 
071 |   24    |   24    |  1.7682  |   0168    | HIT 
072 |   24    |   24    |  1.8248  |   0163    | HIT 
073 |   25    |   25    |  2.0099  |   0172    | HIT 
074 |   25    |   25    |  2.6549  |   0174    | HIT 
075 |   25    |   25    |  2.3119  |   0175    | HIT 
076 |   26    |   28    |  3.0222  |   0193    | MISS
077 |   26    |   26    |  1.4286  |   0177    | HIT 
078 |   26    |   26    |  2.1051  |   0182    | HIT 
079 |   27    |   17    |  3.2037  |   0116    | MISS
080 |   27    |   27    |  1.8815  |   0189    | HIT 
081 |   27    |   27    |  1.9660  |   0189    | HIT 
082 |   28    |   28    |  2.6148  |   0195    | HIT 
083 |   28    |   37    |  2.8090  |   0254    | MISS
084 |   28    |   28    |  3.0523  |   0192    | HIT 
085 |   29    |   29    |  1.9652  |   0201    | HIT 
086 |   29    |   29    |  2.2380  |   0201    | HIT 
087 |   29    |   29    |  2.5634  |   0200    | HIT 
088 |   30    |   30    |  1.9140  |   0208    | HIT 
089 |   30    |   30    |  1.9007  |   0208    | HIT 
090 |   30    |   30    |  2.3368  |   0210    | HIT 
091 |   31    |   31    |  2.2535  |   0211    | HIT 
092 |   31    |   31    |  1.8027  |   0211    | HIT 
093 |   31    |   31    |  1.7544  |   0211    | HIT 
094 |   32    |   15    |  3.5191  |   0102    | MISS
095 |   32    |   32    |  2.5959  |   0218    | HIT 
096 |   32    |   32    |  2.1959  |   0219    | HIT 
097 |   33    |   33    |  2.5017  |   0230    | HIT 
098 |   33    |   33    |  2.1922  |   0226    | HIT 
099 |   33    |   33    |  2.1134  |   0225    | HIT 
100 |   34    |   34    |  1.3196  |   0237    | HIT 
101 |   34    |   34    |  1.3680  |   0233    | HIT 
102 |   34    |   34    |  1.2270  |   0233    | HIT 
103 |   35    |   35    |  2.7365  |   0245    | HIT 
104 |   35    |   35    |  2.5693  |   0245    | HIT 
105 |   35    |   35    |  2.6627  |   0244    | HIT 
106 |   36    |   36    |  2.1640  |   0252    | HIT 
107 |   36    |   36    |  1.8872  |   0250    | HIT 
108 |   36    |   36    |  2.6642  |   0250    | HIT 
109 |   37    |   37    |  2.0516  |   0253    | HIT 
110 |   37    |   37    |  2.1388  |   0255    | HIT 
111 |   37    |   37    |  1.3566  |   0253    | HIT 
112 |   38    |   38    |  1.4914  |   0262    | HIT 
113 |   38    |   30    |  2.5493  |   0207    | MISS
114 |   38    |   38    |  2.6131  |   0260    | HIT 
115 |   39    |   39    |  2.8382  |   0270    | HIT 
116 |   39    |   39    |  2.8530  |   0269    | HIT 
117 |   39    |   39    |  2.4196  |   0272    | HIT 
118 |   40    |   40    |  2.6023  |   0279    | HIT 
119 |   40    |   40    |  2.3228  |   0280    | HIT 
120 |   40    |   35    |  2.5807  |   0244    | MISS
--------------------------------------------------------
[2026-02-08 16:40:36] SUMMARY: Accuracy=90.0% (108/120)
[2026-02-08 16:40:36] SESSION_END
