[2026-05-16 06:30:25] SESSION_START: Face Recognition Experiment
[2026-05-16 06:30:25] SETUP: Model=lin | Rank=25 | MaxIter=500
[2026-05-16 06:30:25] STATUS: Starting Training Loop...

[06:30:25] [LIN_FIXED] Starting Optimization (MaxIter=500, Tol=0.0001)
[06:30:25] [LIN_FIXED] W_max = 32.768890097035126, H_max = 32.768890097035126
[06:30:25] [LIN_FIXED] ITER |  RECON_ERROR  |   DELTA_W   |   DELTA_H   | TIME(s)
-------------------------------------------------------------------------------------
[06:30:27] [LIN_FIXED] 0001 | 2.339389e-01 | 9.4933e-01 | 7.0356e-01 |   1.41
[06:30:31] [LIN_FIXED] STOPPED at Iter 10: Converged (Delta < 0.0001)
-------------------------------------------------------------------------------------
Nenhuma cota ativada. Convergência final alcançada após 0 reinício(s).
Total de reinícios executados: 0

[2026-05-16 06:30:31] STATUS: Training Finished. Time=5.828s
[2026-05-16 06:30:31] STATUS: Projecting Test Data and Classifying...

=== CLASSIFICATION REPORT ===
IDX | REAL_ID | PRED_ID | DISTANCE | MATCH_IDX | STATUS
071 |   24    |   24    |  1.0492  |   0168    | HIT 
072 |   24    |   24    |  1.0696  |   0163    | HIT 
073 |   25    |   25    |  1.3349  |   0172    | HIT 
074 |   25    |   25    |  1.4363  |   0174    | HIT 
075 |   25    |   25    |  1.2299  |   0175    | HIT 
076 |   26    |   37    |  1.7202  |   0254    | MISS
077 |   26    |   26    |  0.5542  |   0177    | HIT 
078 |   26    |   26    |  0.8520  |   0182    | HIT 
079 |   27    |   17    |  1.8623  |   0116    | MISS
080 |   27    |   27    |  0.9617  |   0189    | HIT 
081 |   27    |   27    |  1.2824  |   0189    | HIT 
082 |   28    |   28    |  0.9175  |   0195    | HIT 
083 |   28    |   37    |  1.4092  |   0253    | MISS
084 |   28    |   28    |  1.6093  |   0192    | HIT 
085 |   29    |   29    |  1.0503  |   0201    | HIT 
086 |   29    |   29    |  1.3631  |   0202    | HIT 
087 |   29    |   29    |  1.3628  |   0200    | HIT 
088 |   30    |   30    |  1.2500  |   0208    | HIT 
089 |   30    |   30    |  1.2252  |   0208    | HIT 
090 |   30    |   30    |  1.1147  |   0210    | HIT 
091 |   31    |   21    |  1.2520  |   0145    | MISS
092 |   31    |   31    |  0.9616  |   0211    | HIT 
093 |   31    |   31    |  1.1396  |   0211    | HIT 
094 |   32    |   02    |  1.9674  |   0012    | MISS
095 |   32    |   32    |  1.4945  |   0221    | HIT 
096 |   32    |   32    |  1.0614  |   0219    | HIT 
097 |   33    |   33    |  0.9378  |   0230    | HIT 
098 |   33    |   33    |  1.4708  |   0226    | HIT 
099 |   33    |   33    |  0.9237  |   0230    | HIT 
100 |   34    |   34    |  0.9401  |   0237    | HIT 
101 |   34    |   34    |  0.6619  |   0233    | HIT 
102 |   34    |   34    |  0.6029  |   0233    | HIT 
103 |   35    |   35    |  1.1793  |   0245    | HIT 
104 |   35    |   35    |  1.0719  |   0245    | HIT 
105 |   35    |   35    |  1.4179  |   0244    | HIT 
106 |   36    |   36    |  1.2153  |   0252    | HIT 
107 |   36    |   36    |  0.8845  |   0249    | HIT 
108 |   36    |   36    |  1.7184  |   0249    | HIT 
109 |   37    |   37    |  0.9127  |   0253    | HIT 
110 |   37    |   37    |  1.1691  |   0258    | HIT 
111 |   37    |   37    |  0.5218  |   0256    | HIT 
112 |   38    |   38    |  0.9334  |   0265    | HIT 
113 |   38    |   38    |  1.4047  |   0262    | HIT 
114 |   38    |   38    |  0.9848  |   0260    | HIT 
115 |   39    |   39    |  1.6844  |   0272    | HIT 
116 |   39    |   39    |  1.7257  |   0269    | HIT 
117 |   39    |   39    |  0.9675  |   0272    | HIT 
118 |   40    |   40    |  1.7144  |   0279    | HIT 
119 |   40    |   40    |  1.1428  |   0274    | HIT 
120 |   40    |   05    |  1.6218  |   0030    | MISS
--------------------------------------------------------
[2026-05-16 06:30:31] SUMMARY: Accuracy=90.0% (108/120)
[2026-05-16 06:30:31] SESSION_END
