[2026-05-03 12:03:25] SESSION_START: Face Recognition Experiment
[2026-05-03 12:03:25] SETUP: Model=lin | Rank=5 | MaxIter=500
[2026-05-03 12:03:25] STATUS: Starting Training Loop...

[12:03:25] [LIN_ALGO] Starting Optimization (MaxIter=500, Tol=0.0001)
[12:03:25] [LIN_ALGO] W_max = 163.84445048517563, H_max = 163.84445048517563
[12:03:25] [LIN_ALGO] ITER |  RECON_ERROR  |   DELTA_W   |   DELTA_H   | TIME(s)
-------------------------------------------------------------------------------------
[12:03:25] [LIN_ALGO] 0001 | 2.826828e-01 | 7.7066e-01 | 7.7171e-01 |   0.16
[12:03:26] [LIN_ALGO] 0010 | 2.363925e-01 | 1.4992e-02 | 1.8852e-02 |   1.12
[12:03:26] [LIN_ALGO] 0013 | 2.360856e-01 | 0.0000e+00 | 0.0000e+00 |   1.24
[12:03:26] [LIN_ALGO] STOPPED at Iter 13: Converged (Delta < 0.0001)
-------------------------------------------------------------------------------------

[2026-05-03 12:03:26] STATUS: Training Finished. Time=1.239s
[2026-05-03 12:03:26] STATUS: Projecting Test Data and Classifying...

=== CLASSIFICATION REPORT ===
IDX | REAL_ID | PRED_ID | DISTANCE | MATCH_IDX | STATUS
089 |   30    |   30    |  0.0630  |   0208    | HIT 
090 |   30    |   20    |  0.1379  |   0136    | MISS
091 |   31    |   31    |  0.1456  |   0211    | HIT 
092 |   31    |   21    |  0.1721  |   0143    | MISS
093 |   31    |   31    |  0.0989  |   0211    | HIT 
094 |   32    |   16    |  0.2956  |   0109    | MISS
095 |   32    |   02    |  0.1733  |   0009    | MISS
096 |   32    |   02    |  0.1539  |   0013    | MISS
097 |   33    |   33    |  0.1653  |   0231    | HIT 
098 |   33    |   30    |  0.1696  |   0206    | MISS
099 |   33    |   33    |  0.0368  |   0230    | HIT 
100 |   34    |   34    |  0.1343  |   0237    | HIT 
101 |   34    |   34    |  0.1558  |   0233    | HIT 
102 |   34    |   34    |  0.0428  |   0233    | HIT 
103 |   35    |   35    |  0.2796  |   0245    | HIT 
104 |   35    |   25    |  0.1431  |   0170    | MISS
105 |   35    |   35    |  0.2113  |   0244    | HIT 
106 |   36    |   24    |  0.1944  |   0164    | MISS
107 |   36    |   36    |  0.0732  |   0249    | HIT 
108 |   36    |   07    |  0.1755  |   0049    | MISS
109 |   37    |   37    |  0.1277  |   0253    | HIT 
110 |   37    |   37    |  0.1485  |   0258    | HIT 
111 |   37    |   37    |  0.0285  |   0256    | HIT 
112 |   38    |   38    |  0.1208  |   0265    | HIT 
113 |   38    |   23    |  0.1671  |   0155    | MISS
114 |   38    |   38    |  0.1934  |   0263    | HIT 
115 |   39    |   29    |  0.0955  |   0200    | MISS
116 |   39    |   21    |  0.1683  |   0144    | MISS
117 |   39    |   39    |  0.2420  |   0272    | HIT 
118 |   40    |   25    |  0.1807  |   0172    | MISS
119 |   40    |   40    |  0.2028  |   0280    | HIT 
120 |   40    |   05    |  0.1477  |   0030    | MISS
--------------------------------------------------------
[2026-05-03 12:03:26] SUMMARY: Accuracy=67.5% (81/120)
[2026-05-03 12:03:26] SESSION_END
